,Index,Artist,Song,Emotion,Lyric
961,ML962,Akon,Lonely,sad,"['lonely', 'mr.', 'lonely', 'nobody', 'lonely', 'mr.', 'lonely', 'nobody', 'lonely', 'yo', 'one', 'goes', 'players', 'man', 'ya', 'know', 'got', 'one', 'good', 'girl', 'lord', 'always', 'like', 'took', 'bullshit', 'one', 'day', 'take', 'decide', 'leave', 'yeah', 'woke', 'middle', 'night', 'noticed', 'girl', 'side', 'coulda', 'sworn', 'dreamin', 'feenin', 'take', 'little', 'ride', 'backtracking', 'years', 'tryin', 'ta', 'figure', 'make', 'go', 'bad', 'ever', 'since', 'girl', 'left', 'whole', 'life', 'came', 'crashing', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'believe', 'girl', 'like', 'let', 'walk', 'right', 'outta', 'life', 'put', 'still', 'stuck', 'around', 'stayed', 'side', 'really', 'hurt', 'broke', 'heart', 'baby', 'good', 'girl', 'right', 'really', 'want', 'make', 'things', 'right', 'without', 'life', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'world', 'ai', 'never', 'met', 'girl', 'take', 'things', 'never', 'thought', 'day', 'would', 'come', 'get', 'run', 'would', 'chasing', 'ai', 'nowhere', 'globe', 'rather', 'ai', 'one', 'globe', 'rather', 'see', 'girl', 'dreams', 'made', 'happy', 'lonely', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'never', 'thought', 'alone', 'alone', 'think', 'gone', 'long', 'gone', 'long', 'want', 'call', 'phone', 'stop', 'playing', 'girl', 'come', 'home', 'come', 'home', 'baby', 'girl', 'mean', 'shout', 'want', 'work', 'work', 'baby', 'never', 'wished', 'ever', 'hurt', 'baby', 'hurt', 'baby', 'drivin', 'crazy', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'mr.', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'mr.', 'lonely']"
962,ML963,Conjunto Primavera,Fue Un Placer Amarte,sad,"['fue', 'un', 'placer', 'amarte', 'fue', 'un', 'placer', 'tenerte', 'fue', 'un', 'fino', 'regalo', 'estar', 'tu', 'lado', 'por', 'todo', 'este', 'tiempo', 'te', 'merecía', 'por', 'eso', 'te', 'ido', 'de', 'cualquier', 'manera', 'gracias', 'por', 'las', 'noches', 'que', 'pase', 'contigo', 'fue', 'un', 'placer', 'robarme', 'besos', 'tus', 'labios', 'sentí', 'importante', 'cuando', 'caminamos', 'juntos', 'de', 'la', 'mano', 'gracias', 'por', 'sus', 'clases', 'divina', 'maestra', 'sido', 'expulsado', 'de', 'su', 'corazón', 'juro', 'que', 'pesa', 'fue', 'un', 'placer', 'mirarte', 'sin', 'ese', 'vestido', 'esos', 'ojos', 'lindos', 'como', 'primavera', 'aun', 'los', 'olvido', 'fue', 'un', 'placer', 'morirme', 'porque', 'te', 'quedaras', 'merezco', 'tanto', 'por', 'eso', 'mi', 'amor', 'te', 'brotaron', 'alas', 'fue', 'un', 'placer', 'robarme', 'besos', 'tus', 'labios', 'sentí', 'importante', 'cuando', 'caminamos', 'juntos', 'de', 'la', 'mano', 'gracias', 'por', 'sus', 'clases', 'divina', 'maestra', 'sido', 'expulsado', 'de', 'su', 'corazón', 'juro', 'que', 'pesa', 'fue', 'un', 'placer', 'mirarte', 'sin', 'ese', 'vestido', 'esos', 'ojos', 'lindos', 'como', 'primavera', 'aun', 'los', 'olvido', 'fue', 'un', 'placer', 'morirme', 'porque', 'te', 'quedaras', 'merezco', 'tanto', 'por', 'eso', 'mi', 'amor', 'te', 'brotaron', 'alas']"
963,ML964,Terri Clark,I Just Wanna  Be Mad,angry,"['last', 'night', 'went', 'bed', ""talkin'"", 'already', 'said', 'much', 'faced', 'wall', 'faced', 'window', 'bound', 'determined', 'touch', 'married', 'seven', 'years', 'days', 'feels', 'like', 'twen', 'y-one', 'still', 'mad', 'morning', 'coffee', 'ready', 'want', 'since', 'five', 'thinking', 'got', 'tell', 'conclusion', 'come', 'never', 'leave', 'never', 'stray', 'love', 'never', 'change', 'ai', 'ready', 'make', 'get', 'around', 'think', 'right', 'think', 'wrong', 'probably', 'give', 'long', 'please', 'make', 'smile', 'want', 'mad', 'might', 'well', 'forget', 'run', 'fingers', 'hair', 'yeah', 'right', 'stubborn', 'want', 'go', 'back', 'upstairs', 'going', 'leave', 'work', 'without', 'goodbye', 'kiss', 'driving', 'remember', 'never', 'leave', 'never', 'stray', 'love', 'never', 'change', 'ai', 'ready', 'make', 'get', 'around', 'think', 'right', 'think', 'wrong', 'probably', 'give', 'long', 'please', 'make', 'smile', 'want', 'mad', 'never', 'leave', 'never', 'stray', 'love', 'never', 'change', 'ai', 'ready', 'make', 'get', 'around', 'think', 'right', 'think', 'wrong', 'probably', 'give', 'long', 'please', 'make', 'smile', 'want', 'mad', 'want', 'mad', 'want', 'mad', 'want', 'mad']"
964,ML965,Built To Spill,Goin' Against Your Mind,relaxed,"['people', 'think', 'understand', 'takes', 'want', 'man', 'care', 'much', 'know', 'fight', 'waste', 'time', 'hiding', 'things', 'one', 'wants', 'find', 'know', 'much', 'care', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'kid', 'saw', 'light', 'floating', 'high', 'trees', 'one', 'night', 'thought', 'alien', 'turned', 'god', 'sure', 'believe', 'better', 'reasons', 'deceive', 'really', 'good', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'goin', 'mind', 'share', 'share', 'share', 'share']"
965,ML966,Bo Diddley,Bring It To Jerome,relaxed,"['well', 'every', 'day', 'work', 'bringing', 'home', 'pay', 'come', 'find', 'baby', 'bin', 'giving', 'money', 'away', 'tell', 'baby', 'tryin', 'ai', 'seen', ""hummin'"", 'like', 'used', 'tell', 'mama', 'wrong', 'know', 'pretty', 'baby', 'crazy', 'pretty', 'women', 'bring', 'home', 'worry', 'wrong', 'bring', 'home', 'bring', 'jerome', 'bring', 'home', 'bring', 'jerome', 'look', 'pretty', 'baby', 'mess', 'stand', 'women', 'say', 'got', 'another', 'man', 'bring', 'home', 'bring', 'jerome', 'bring', 'home', 'bring', 'jerome']"
966,ML967,Jane Monheit,I'm Glad There Is You,happy,"['world', 'ordinary', 'people', 'extraordinary', 'people', 'glad', 'world', 'overrated', 'pleasures', 'underrated', 'treasures', 'glad', 'live', 'love', 'love', 'live', 'beside', 'role', 'new', 'muddle', 'guide', 'world', 'many', 'play', 'love', 'hardly', 'stay', 'love', 'glad', 'ever', 'glad', 'live', 'love', 'love', 'live', 'beside', 'role', 'new', 'muddle', 'guide', 'world', 'many', 'play', 'love', 'hardly', 'stay', 'love', 'glad', 'ever', 'glad']"
967,ML968,Ann Hampton Callaway,What Is This Thing Called Love?,happy,"['saw', 'one', 'wonderful', 'day', 'took', 'heart', 'threw', 'away', 'ask', 'lord', 'heaven', 'thing', 'called', 'love']"
968,ML969,B.B. King,Don't Answer The Door,relaxed,"['baby', 'want', 'soul', 'hangin', 'around', 'house', 'home', 'oh', 'want', 'soul', 'baby', 'hangin', 'around', 'house', 'home', 'want', 'open', 'door', 'nobody', 'woman', 'oh', 'home', 'know', 'alone', 'sister', 'might', 'want', 'visit', 'us', 'little', 'girl', 'talk', 'much', 'come', 'visit', 'us', 'tell', 'meet', 'us', 'sunday', 'sunday', 'church', 'want', 'soul', 'baby', 'hangin', 'around', 'house', 'home', 'yes', 'want', 'open', 'door', 'nobody', 'baby', 'oh', 'home', 'know', 'alone', 'mother', 'might', 'want', 'visit', 'us', 'tell', 'mamma', 'get', 'home', 'break', 'day', 'late', 'visit', 'anybody', 'baby', 'tell', 'mamma', 'please', 'please', 'please', 'stay', 'away', 'want', 'soul', 'baby', 'hangin', 'around', 'house', 'home', 'yes', 'want', 'open', 'door', 'anybody', 'woman', 'oh', 'home', 'know', 'alone', 'might', 'feel', 'little', 'sick', 'baby', 'know', 'home', 'alone', 'want', 'doctor', 'house', 'baby', 'suffer', 'suffer', 'suffer', 'till', 'get', 'home', 'want', 'soul', 'baby', 'hangin', 'around', 'house', 'home', 'yes', 'want', 'open', 'door', 'nobody', 'woman', 'baby', 'home', 'alone', 'yeah']"
969,ML970,James Hunter,No Smoke Without Fire,angry,"['tell', 'happened', 'let', 'get', 'better', 'hear', 'thing', 'ask', 'around', 'one', 'calling', 'liar', 'smoke', 'without', 'fire', 'alibi', 'sold', 'know', 'ai', 'water', 'tight', 'little', 'birdie', 'told', 'got', 'dead', 'right', 'one', 'calling', 'liar', 'smoke', 'without', 'fire', 'darling', 'please', 'believe', 'cross', 'heart', 'said', 'turned', 'around', 'fingers', 'crossed', 'instead', 'one', 'calling', 'liar', 'smoke', 'without', 'fire', 'one-man', 'jury', 'got', 'facts', 'want', 'change', 'story', 'judge', 'gets', 'back', 'one', 'calling', 'liar', 'smoke', 'without', 'fire']"
970,ML971,Melody Gardot,Over The Rainbow,relaxed,"['somewhere', 'rainbow', 'way', 'high', 'land', 'heard', 'lullaby', 'somewhere', 'rainbow', 'skies', 'blue', 'dreams', 'dare', 'dream', 'really', 'come', 'true', 'day', 'wish', 'upon', 'star', 'wake', 'clouds', 'far', 'behind', 'troubles', 'melt', 'like', 'lemon', 'drops', 'away', 'chimney', 'tops', 'find', 'somewhere', 'rainbow', 'blue', 'birds', 'fly', 'birds', 'fly', 'rainbow', 'oh', 'day', 'wish', 'upon', 'star', 'wake', 'clouds', 'far', 'behind', 'troubles', 'melt', 'like', 'lemon', 'drops', 'away', 'chimney', 'tops', 'find', 'somewhere', 'rainbow', 'blue', 'birds', 'fly', 'birds', 'fly', 'rainbow', 'oh', 'happy', 'little', 'bluebirds', 'fly', 'beyond', 'rainbow', 'oh']"
971,ML972,Stevie Wonder,For Your Love,happy,"['gold', 'world', 'nothing', 'possess', 'things', 'bring', 'add', 'one', 'ounce', 'happiness', 'love', 'would', 'anything', 'see', 'smile', 'upon', 'face', 'love', 'would', 'go', 'anywhere', 'tell', 'right', 'diamond', 'shines', 'like', 'star', 'sky', 'nothing', 'behold', 'minuscule', 'light', 'like', 'brighten', 'soul', 'love', 'would', 'anything', 'see', 'smile', 'upon', 'face', 'love', 'would', 'go', 'anywhere', 'tell', 'right', 'could', 'never', 'fathomed', 'joy', 'love', 'tenderness', 'give', 'love', 'feel', 'inside', 'wonderful', 'hide', 'glow', 'glow', 'thought', 'love', 'would', 'anything', 'see', 'smile', 'upon', 'face', 'love', 'would', 'go', 'anywhere', 'tell', 'right', 'tell', 'right']"
972,ML973,Simon & Garfunkel,Homeward Bound,relaxed,"['sittin', 'railway', 'station', 'got', 'ticket', 'destination', 'mm', 'tour', 'one-night', 'stands', 'suitcase', 'guitar', 'hand', 'every', 'stop', 'neatly', 'planned', 'poet', 'one-man', 'band', 'homeward', 'bound', 'wish', 'homeward', 'bound', 'home', 'thought', ""escapin'"", 'home', 'music', ""playin'"", 'home', 'love', 'lies', 'waitin', 'silently', 'every', 'day', 'endless', 'stream', 'cigarettes', 'magazines', 'mm', 'town', 'looks', 'movies', 'factories', 'every', 'stranger', 'face', 'see', 'reminds', 'long', 'homeward', 'bound', 'wish', 'homeward', 'bound', 'home', 'thought', ""escapin'"", 'home', 'music', ""playin'"", 'home', 'love', 'lies', 'waitin', 'silently', 'tonight', 'sing', 'songs', 'play', 'game', 'pretend', 'mm-mm', 'words', 'come', 'back', 'shades', 'mediocrity', 'like', 'emptiness', 'harmony', 'need', 'someone', 'comfort', 'homeward', 'bound', 'wish', 'homeward', 'bound', 'home', 'thought', ""escapin'"", 'home', 'music', ""playin'"", 'home', 'love', 'lies', 'waitin', 'silently', 'silently']"
973,ML974,Wadsworth Mansion,Sweet Mary,relaxed,"['wop', 'ba-dooba-do', 'wop-wop-wop', 'wo-op', 'wa-dooba-do', 'wop-wop-wop', 'wo-op', 'wa-dooba-do', 'wop-wop-wop', 'wo-op', 'wa-dooba-do', 'wop-wop-wop', 'wo-op', 'sweet', 'mary', 'sent', 'letter', 'say', 'hurry', 'home', 'need', 'right', 'away', 'got', 'stomach', 'full', 'love', 'alone', 'day', 'sweet', 'mary', 'coming', 'home', 'coming', 'home', 'hey-ey', 'sweet', 'mary', 'coming', 'home', 'least', 'sweet', 'mary', 'letter', 'said', 'need', 'right', 'away', 'got', 'hop', 'freight', 'back', 'farm', 'got', 'sweet', 'mary', 'coming', 'home', 'coming', 'home', 'yeah-hey', 'sweet', 'mary', 'coming', 'home', 'least', 'babe', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie', 'mary', 'coming', 'home', 'mary', 'coming', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie', 'mary', 'coming', 'home', 'wop', 'ba-dooba-do', 'wop-wop-wop', 'wo-op', 'wa-dooba-do', 'wop-wop-wop', 'wo-op', 'wa-dooba-do', 'wop-wop-wop', 'wo-op', 'wa-dooba-do', 'wop', 'oh', 'yeah', 'baby', 'sweet', 'mary', 'smile', 'face', 'know', 'happy', 'see', 'wrap', 'embrace', 'hope', 'passing', 'time', 'always', 'feel', 'way', 'pack', 'things', 'sweet', 'mary', 'coming', 'home', 'coming', 'home', 'yeah', 'hey', 'sweet', 'mary', 'coming', 'home', 'least', 'hey', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie', 'mary', 'coming', 'home', 'well', 'mary', 'coming', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie-chickie', 'hop', 'freight', 'chickie-chickie', 'mary', 'coming', 'home', 'home', 'mary', 'coming']"
974,ML975,Bayside,"Sick, Sick, Sick",sad,"['curse', 'hell', 'magistrate', 'granted', 'unholy', 'fate', 'know', 'know', 'asked', 'bound', 'law', 'hell', 'sick', 'sick', 'sick', 'humans', 'needs', 'living', 'fairy', 'tale', 'tearing', 'seem', 'dank', 'reject', 'devil', 'dress', 'exactly', 'see', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'made', 'mess', 'things', 'mess', 'made', 'hate', 'way', 'make', 'feel', 'hate', 'way', 'make', 'world', 'cold', 'outside', 'button', 'open', 'wide', 'hate', 'way', 'make', 'feel', 'sick', 'sick', 'sick', 'memory', 'serves', 'correct', 'gave', 'gave', 'less', 'sex', 'capades', 'deliver', 'checks', 'afford', 'self', 'respect', 'sick', 'sick', 'sick', 'humans', 'knees', 'living', 'fairy', 'tale', 'tearing', 'seems', 'dank', 'reject', 'devil', 'dress', 'exactly', 'see', 'sick', 'sick', 'sick', 'made', 'mess', 'things', 'mess', 'made', 'hate', 'way', 'feel', 'hate', 'way', 'make', 'world', 'cold', 'outside', 'button', 'open', 'wide', 'hate', 'way', 'make', 'feel', 'sick', 'sick', 'sick', 'maybe', 'love', 'looking', 'someone', 'fill', 'holes', 'grow', 'building', 'lives', 'holes', 'walls', 'walls', 'could', 'fall', 'spare', 'bricks', 'save', 'day', 'pray', 'late', 'spare', 'bricks', 'could', 'dead', 'weight', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'sick', 'made', 'mess', 'things', 'mess', 'made', 'hate', 'way', 'make', 'feel', 'hate', 'way', 'make', 'world', 'cold', 'outside', 'button', 'open', 'wide', 'hate', 'way', 'make', 'feel', 'sick', 'sick', 'sick']"
975,ML976,"Does It Offend You, Yeah?",The Monkeys Are Coming,angry,"['funky', 'monkeys', 'coming', 'funky', 'monkeys', 'coming', 'oh', 'dear', 'oh', 'dear', 'friends', 'seems', 'like', 'fight', 'get', 'fear', 'friends', 'oh', 'dear', 'oh', 'dear', 'friends', 'seems', 'like', 'fight', 'want', 'fear', 'friends', 'funky', 'monkeys', 'coming', 'funky', 'monkeys', 'coming', 'funky', 'monkeys', 'coming', 'oh', 'dear', 'oh', 'dear', 'friends', 'seems', 'like', 'fight', 'get', 'fear', 'friends', 'oh', 'dear', 'oh', 'dear', 'friends', 'seems', 'like', 'fight', 'want', 'well', 'us', 'new', 'rock', 'coming', 'town', 'coming', 'eat', 'motherfuckers', 'catch', 'vapour', 'bitches', 'oh', 'dear', 'oh', 'dear', 'friends', 'seems', 'like', 'fight', 'get', 'fear', 'friends', 'oh', 'dear', 'oh', 'dear', 'friends', 'seems', 'like', 'fight', 'want', 'well', 'us', 'hoe', 'ass', 'bitches', 'new', 'rock', 'coming', 'town', 'coming', 'eat', 'motherfuckers', 'sale', 'better', 'catch', 'vapours', 'eat', 'shit', 'suck']"
976,ML977,Rosie & The Originals,Angel Baby,happy,"['like', 'heaven', 'bein', 'like', 'angel', 'good', 'true', 'love', 'angel', 'baby', 'angel', 'baby', 'near', 'heart', 'skips', 'beat', 'hardly', 'stand', 'two', 'feet', 'love', 'love', 'angel', 'baby', 'angel', 'baby', 'ooh', 'ooh', 'love', 'ooh', 'ooh', 'one', 'could', 'love', 'like', 'woo', 'whooo', 'whoowhoo', 'whoo', 'woowhooowhoo', 'please', 'never', 'leave', 'blue', 'alone', 'ever', 'go', 'sure', 'come', 'back', 'home', 'love', 'love', 'angel', 'baby', 'angel', 'baby', 'like', 'heaven', 'bein', 'dear', 'could', 'never', 'stay', 'away', 'without', 'near', 'love', 'love', 'angel', 'baby', 'angel', 'baby', 'wooohoo', 'love', 'whooohoo', 'one', 'could', 'love', 'like', 'woo', 'whooo', 'whooo', 'woo', 'whoo', 'whoo']"
977,ML978,Maze,Happy Feelin's ,happy,"['happy', 'feelin', 'air', 'touching', 'people', 'everywhere', 'plenty', 'love', 'everything', 'listen', 'people', 'sing', 'got', 'remind', 'love', 'mind', 'heart', 'believe', 'happy', 'feelin', 'spread', 'world', 'deep', 'soul', 'wish', 'happy', 'feelin', 'happy', ""feelin's"", 'happy', 'feelin', 'happy', ""feelin's"", 'seen', 'light', 'watch', 'shine', 'going', 'spread', 'wings', 'going', 'tell', 'see', 'happy', 'feelin', 'spread', 'world', 'deep', 'soul', 'happy', 'happy', 'happy', 'happy', 'feelin']"
978,ML979,Zoe,Love,happy,"['en', 'tu', 'planeta', 'quedé', 'fue', 'por', 'un', 'tiempo', 'nunca', 'fue', 'mi', 'plan', 'pero', 'mi', 'nave', 'se', 'averió', 'ahora', 'estoy', 'perdido', 'aquí', 'en', 'mañanas', 'con', 'tres', 'soles', 'múltiples', 'visiones', 'montañas', 'transparentes', 'anémonas', 'de', 'luz', 'partículas', 'de', 'amor', 'recuerdos', 'de', 'ti', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'en', 'tu', 'planeta', 'quedé', 'fue', 'por', 'un', 'tiempo', 'nunca', 'fue', 'mi', 'plan', 'pero', 'mi', 'nave', 'se', 'averió', 'ahora', 'estoy', 'perdido', 'aquí', 'en', 'mañanas', 'con', 'tres', 'soles', 'múltiples', 'visiones', 'montañas', 'transparentes', 'anémonas', 'de', 'luz', 'partículas', 'de', 'amor', 'recuerdos', 'de', 'ti', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love']"
979,ML980,Young Galaxy,The Angels Are Surely Weeping,sad,"['conduits', 'love', 'live', 'like', 'phosphoresence', 'half', 'asleep', 'self-indulged', 'lost', 'essence', 'see', 'fell', 'rain', 'black', 'stars', 'take', 'axe', 'frozen', 'seasons', 'epitomies', 'flesh', 'blood', 'luminescent', 'half-aware', 'self-involved', 'lost', 'essence', 'see', 'fell', 'rain', 'black', 'stars', 'take', 'axe', 'frozen', 'seasons']"
980,ML981,PJ Harvey,This Mess We're In,relaxed,"['hear', 'helicopters', 'new', 'york', 'need', 'words', 'sit', 'silence', 'look', 'eye', 'directly', 'met', 'think', 'wednesday', 'evening', 'mess', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set', 'night', 'day', 'dream', 'making', 'love', 'baby', 'love-making', 'screen', 'impossible', 'dream', 'seen', 'sunrise', 'river', 'freeway', 'reminding', 'mess', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set', 'wanting', 'wanted', 'want', 'say', 'want', 'say', 'ever', 'change', 'ever', 'change', 'baby', 'thank', 'thank', 'think', 'meet', 'think', 'meet', 'must', 'leave', 'must', 'leave', 'sun', 'rises', 'skyscrapers', 'sunrise', 'city', 'landscape', 'comes', 'view', 'skyscrapers', 'sweat', 'skin', 'oh', 'sin', 'mess', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set', 'oh', 'city', 'sun', 'set']"
981,ML982,Kylesa,Dust,sad,"['blank', 'faces', 'walking', 'around', 'us', 'mean', 'nothing', 'candles', 'dark', 'every', 'speck', 'dust', 'universe', 'floating', 'around', 'us', 'candles', 'dark', 'blank', 'faces', 'walking', 'around', 'us', 'mean', 'nothing', 'candles', 'dark', 'every', 'speck', 'dust', 'universe', 'floating', 'around', 'us', 'candles', 'dark', 'every', 'speck', 'dust', 'universe', 'floating', 'around', 'us', 'candles', 'dark', 'every', 'mistake', 'made', 'would', 'make', 'took']"
982,ML983,Silversun Pickups,Waste It On,sad,"['cheer', 'lady', 'really', 'candor', 'leaves', 'us', 'far', 'behind', 'let', 'see', 'twisted', 'soak', 'pleasantries', 'mildew', 'stitchery', 'needlepoint', 'set', 'designs', 'show', 'easy', 'waste', 'waste', 'waste', 'let', 'start', 'making', 'maps', 'dead', 'skin', 'may', 'causing', 'false', 'alarms', 'might', 'peeling', 'much', 'quickly', 'clean', 'homemade', 'surgeries', 'veneers', 'sink', 'show', 'twisted', 'waste', 'waste', 'waste', 'sullen', 'meadows', 'fit', 'right', 'lisping', 'rivers', 'fit', 'right', 'mountain', 'ranges', 'matted', 'lenses', 'fit', 'right', 'connect', 'dissect', 'though', 'meadows', 'still', 'see', 'right', 'rivers', 'still', 'see', 'right', 'mountain', 'ranges', 'stop', 'sensing', 'see', 'right', 'see', 'right', 'waste', 'waste', 'waste', 'waste', 'waste', 'waste', 'waste']"
